SMILES,cat_1_id,cat_2_id
O=C(CN1CCOCC1)N1CCCC(C1)c1nccnc1-n1ccnc1,152449,152449
C1CC(CN(C1)C1CCOCC1)c1nccnc1-n1ccnc1,152455,152455
CC(C)c1nccn1-c1nccnc1C1CCCN(C1)C(=O)CCCc1ccccc1,152467,152467
CN(C)c1nccc(n1)C1CCCN1C(C)=O,152471,152471
CN(C)c1ccc(cc1)C(=O)N1CCCC(C1)c1nc(C)cc(n1)-c1cccs1,152475,152475
Cc1cc(nc(n1)C1CCCN(C1)C(=O)c1ccc(N)cc1)-c1cccs1,152477,152477
CN(C)c1cccc(c1)C(=O)N1CCCC(C1)c1nc(C)cc(n1)-c1cccs1,152479,152479
CNc1cc(nc(C)n1)C1CCN(C)CC1,152481,152481
CNc1cc(nc(C)n1)C1CCCN(C)C1,152483,152483
COCC(=O)N1CCCC(C1)c1nc(C)cc(Nc2ncccc2C)n1,152493,152493
Cc1cc(C)c2c(O)nc(cc2c1)C1CCCN(C1)C(=O)CCC1CCCO1,152499,152499
COc1ccccc1CC(=O)N1CCC(CC1)c1cc2ccccc2c(O)n1,152507,152507
CCOc1ccc(cn1)C(=O)N1CCC(CC1)c1cc2ccccc2c(O)n1,152509,152509
COc1ccc2c(O)nc(cc2c1)C1CCN(Cc2cnc(OC)nc2)CC1,152513,152513
COc1ccc2c(O)nc(cc2c1)C1CCN(CC1)S(=O)(=O)c1cn(C)nc1C,152515,152515
O=C(N1CCCC(C1)c1cccc(n1)-c1cccs1)c1ccc2ccccc2n1,152521,152521
O=C(N1CCCC(C1)c1cccc(n1)-c1cccs1)c1ccc2ncccc2c1,152523,152523
CN(C)c1cccc(c1)C(=O)N1CCCC(C1)c1cccc(n1)-c1cccs1,152525,152525
CN1CCCC(Cn2cc(N)cn2)C1,152529,152529
CN(C)CC(=O)N1CCC(Cn2cc(N)cn2)CC1,152531,152531
COCC(=O)Nc1cnn(CC2CCNCC2)c1,152533,152533
CN(C)CC(=O)Nc1cnn(CC2CCNCC2)c1,152535,152535
COCCN1CCCCC1c1n[nH]cc1-c1ccnc(N)c1,152537,152537
O=C1N(CCc2ccccc12)C1CCN(Cc2ccccn2)CC1,152539,152539
Fc1ccc(CN2CCC(CC2)N2CCc3ccccc3C2=O)c(F)c1,152541,152541
COc1ccc(CN2CCC(CC2)N2CCc3ccccc3C2=O)c(OC)c1,152543,152543
Clc1ccc(cc1)C(=O)N1CCC(CC1)N1CCc2ccccc2C1=O,152545,152545
Fc1ccccc1CC(=O)N1CCC(CC1)N1CCc2ccccc2C1=O,152547,152547
O=C(Cc1ccsc1)N1CCC(CC1)N1CCc2ccccc2C1=O,152549,152549
O=C1N(CCc2ccccc12)C1CCN(Cc2ccccc2)CC1,152551,152551
COc1cccc(c1)C(=O)N1CCC(CC1)N1CCc2ccccc2C1=O,152553,152553
NC(=O)CN1CCC(CC1)N1CCc2ccccc2C1=O,152557,152557
CCN(CC)C(=O)CN1CCC(CC1)N1CCc2ccccc2C1=O,152561,152561
O=C(CN1CCC(CC1)N1CCc2ccccc2C1=O)N1CCCC1,152563,152563
COc1ccccc1NC(=O)CN1CCC(CC1)N1CCc2ccccc2C1=O,152565,152565
O=C1N(CCc2ccccc12)C1CCN(Cc2ccncc2)CC1,152567,152567
O=C1N(CCc2ccccc12)C1CCN(Cc2cccnc2)CC1,152569,152569
Fc1ccccc1NC(=O)CN1CCC(CC1)N1CCc2ccccc2C1=O,152571,152571
COc1ccc(cc1)C(=O)N1CCC(CC1)N1CCc2ccccc2C1=O,152573,152573
O=C(N1CCC(CC1)N1CCc2ccccc2C1=O)c1cccs1,152575,152575
COc1ccc(CN2CCC(CC2)N2CCc3ccccc3C2=O)cc1OC,152577,152577
Fc1cccc(c1)C(=O)N1CCC(CC1)N1CCc2ccccc2C1=O,152581,152581
COc1ccccc1C(=O)N1CCC(CC1)N1CCc2ccccc2C1=O,152583,152583
O=C(N1CCC(CC1)N1CCc2ccccc2C1=O)c1ccncc1,152585,152585
O=C(N1CCC(CC1)N1CCc2ccccc2C1=O)c1cnccn1,152587,152587
O=C(N1CCC(CC1)N1CCc2ccccc2C1=O)c1ccccn1,152591,152591
COc1ccc(C(=O)N2CCC(CC2)N2CCc3ccccc3C2=O)c(OC)c1,152593,152593
COc1ccccc1CC(=O)N1CCC(CC1)N1CCc2ccccc2C1=O,152595,152595
O=C(Cc1ccccn1)N1CCC(CC1)N1CCc2ccccc2C1=O,152597,152597
O=C(N1CCC(CC1)N1CCc2ccccc2C1=O)c1ccc2OCOc2c1,152599,152599
FC(F)(F)c1cccc(c1)C(=O)N1CCC(CC1)N1CCc2ccccc2C1=O,152601,152601
O=C(N1CCC(CC1)N1CCc2ccccc2C1=O)c1ccc(cc1)-n1cnnn1,152603,152603
O=C(N1CCC(CC1)N1CCc2ccccc2C1=O)c1cccc(c1)-n1cnnn1,152605,152605
Cc1noc(C)c1CCC(=O)N1CCC(CC1)N1CCc2ccccc2C1=O,152607,152607
O=C(CN1CCCC1=O)N1CCC(CC1)N1CCc2ccccc2C1=O,152609,152609
O=C(CCCn1cnc2ccccc2c1=O)N1CCC(CC1)N1CCc2ccccc2C1=O,152615,152615
CC(=O)Nc1ccc(CN2CCC(CC2)N2CCc3ccccc3C2=O)cc1,152617,152617
O=C(Cc1csc(n1)-c1ccccn1)N1CCC(CC1)N1CCc2ccccc2C1=O,152619,152619
O=C(N1CCC(CC1)N1CCc2ccccc2C1=O)c1ccc(Oc2ncccn2)cc1,152623,152623
CCCC(=O)N1CCCC(C1)c1ccnc(N)n1,152637,152637
CCCC(=O)N1CCCC1c1ccnc(N)n1,152639,152639
CCCC(=O)N1CCC(CC1)c1cccc(C)n1,152649,152649
CCCC(=O)N1CCCC(C1)c1noc(C)n1,152657,152657
CCCC(=O)N1CCCC(C1)c1cccc(C)n1,152661,152661
CCCC(=O)N1CCCC1c1cc[nH]n1,152663,152663
CCCC(=O)N1CCC(Cc2cccnc2)CC1,152667,152667
CC(C)C(=O)N1CCCC(C1)c1ccnc(N)n1,152669,152669
CC(C)C(=O)N1CCCC1c1ccnc(N)n1,152671,152671
CC(C)C(=O)N1CCC(CC1)c1noc(C)n1,152679,152679
CC(C)C(=O)N1CCCC(C1)c1nccc(C)n1,152681,152681
CC(C)C(=O)N1CCCC(C1)c1noc(C)n1,152685,152685
CC(C)C(=O)N1CCCC1c1cc[nH]n1,152689,152689
CC(C)C(=O)N1CCCC1c1noc(C)n1,152691,152691
CC(C)CC(=O)N1CCC(CC1)c1ccncn1,152695,152695
CCS(=O)(=O)N1CCCC(C1)c1ccnc(N)n1,152699,152699
CCS(=O)(=O)N1CCC(CC1)c1ncncc1C,152703,152703
CCS(=O)(=O)N1CCC(CC1)c1nccc(C)n1,152705,152705
CCS(=O)(=O)N1CCC(CC1)c1nc(C)no1,152707,152707
CCS(=O)(=O)N1CCCC(C1)c1nccc(C)n1,152709,152709
CCS(=O)(=O)N1CCCC1c1nccc(C)n1,152711,152711
CCS(=O)(=O)N1CCCC1c1cc[nH]n1,152713,152713
CCC(=O)N1CCCC1c1ccnc(N)n1,152717,152717
CCC(=O)N1CCC(CC1)c1ncncc1C,152719,152719
CCC(=O)N1CCCC1c1cc[nH]n1,152723,152723
CC(C)(C)C(=O)N1CCCC1c1ccnc(N)n1,152729,152729
Cc1nc(no1)C1CCN(CC1)C(=O)C(C)(C)C,152733,152733
Cc1nnc(o1)C1CCN(CC1)C(=O)C(C)(C)C,152735,152735
Cc1noc(n1)C1CCCN(C1)C(=O)C(C)(C)C,152737,152737
CC(C)(C)C(=O)N1CCCC1c1cc[nH]n1,152739,152739
OCCc1cc(n[nH]1)C1CCCCN1CC1CC1,152741,152741
Nc1nccc(n1)C1CCCN(CC2CC2)C1,152745,152745
Cc1cncnc1C1CCN(CC2CC2)CC1,152747,152747
C(C1CC1)N1CCCC1c1cc[nH]n1,152749,152749
C(C1CC1)N1CCC(Cc2ncccn2)CC1,152751,152751
Cn1nccc1CC1CCN(CC2CC2)CC1,152753,152753
COCCC(=O)N1CCCC1c1ccnc(N)n1,152761,152761
O=C(C1CCC=CC1)N1CCCC1c1cc[nH]n1,152773,152773
CC(C)S(=O)(=O)N1CCCC1c1nccc(C)n1,152777,152777
CC(C)OCC(=O)N1CCCC1c1cc[nH]n1,152781,152781
COc1cc(cc(OC)c1OC)C(=O)N1CCC(CC1)N1CCc2ccccc2C1=O,152785,152785
CNC(=O)C1CN(C)CCN1C(=O)c1cn(C)nc1C,152795,152795
CNC(=O)C1CN(C)CCN1C(=O)c1cnn(C)c1,152805,152805
Cc1ccc(cn1)C(=O)N1CCCC(C1)c1cc(c2c(N)nc(C)nc2n1)C(F)(F)F,152813,152813
CC(=O)N1CCCC(C1)c1cc(c2c(nc(C)[nH]c2=O)n1)C(F)(F)F,152815,152815
Cc1nc2nc(cc(c2c(=O)[nH]1)C(F)(F)F)C1CCCN(C1)C(=O)c1ccccn1,152817,152817
Cc1nc2nc(cc(c2c(=O)[nH]1)C(F)(F)F)C1CCCN(C1)C(=O)c1cccnc1N,152819,152819
Cc1nc2nc(cc(c2c(=O)[nH]1)C(F)(F)F)C1CCCN(C1)C(=O)Cn1ccnc1,152821,152821
Cc1nc2nc(cc(c2c(=O)[nH]1)C(F)(F)F)C1CCCN(C1)C(=O)c1ccn[nH]1,152823,152823
Cc1cccc(n1)C(=O)N1CCCC(C1)c1cc(c2c(nc(C)[nH]c2=O)n1)C(F)(F)F,152825,152825
Cc1ccc(cn1)C(=O)N1CCCC(C1)c1cc(c2c(nc(C)[nH]c2=O)n1)C(F)(F)F,152829,152829
COc1ccc(cc1)N1CCNC(C1)C(N)=O,152831,152831
CN1CCC(Cn2cc(NC(C)=O)cn2)CC1,152833,152833
CN(C)CCC1CCCN1,152835,152835
CNC(=O)C1(CCCc2cccc(Br)n2)CCN1C(C)=O,152837,152837
CN(C)C(=O)C1(CCCc2cccc(Br)n2)CCN1C(C)=O,152839,152839
CC(=O)N1CCCC1(CCCc1cccc(Br)n1)C(N)=O,152841,152841
CC(C)N1CCN(C(C1)C(N)=O)C(=O)COc1ccccc1,152853,152853
CNC(=O)C1CN(C)CCN1C(=O)c1cc2cc(F)ccc2[nH]1,152865,152865
CNC(=O)C1CN(C)CCN1C(=O)c1cccnc1N,152867,152867
CC(=O)N1CCN(Cc2ccccc2)CC1C(N)=O,152871,152871
CC(C)N1CCN(CC1C(N)=O)C(=O)c1cn(C)nc1C,152887,152887
COCCC(=O)N1CCCC1c1cc(c2c(c1)nc(N)[nH]c2=O)C(F)(F)F,152903,152903
CC(C)N1CCC(O)(CC1)c1ccc(C)cc1,152905,152905
CC(C)N1CCC(O)(CC1)c1ccccc1F,152907,152907
CC(C)N1CCC(O)(CC1)c1cccc(C)c1,152913,152913
CC(C)N1CCC(O)(C1)c1ccc(C)cc1,152917,152917
NC(=O)CN1CCC(CC1)Oc1cccc(F)c1,152925,152925
NC(=O)CN1CCC(CC1)Oc1ccccc1F,152927,152927
NC(=O)CN1CCC(CC1)Oc1ccc(F)cc1,152929,152929
Cc1ccccc1OC1CCN(CC(N)=O)CC1,152937,152937
Cc1cccc(OC2CCN(CC(N)=O)CC2)c1,152939,152939
Cc1cc(C)n(n1)C1CCN(CC(N)=O)CC1,152943,152943
COCCN1CCc2sccc2C1C1CC1,152947,152947
COCCN1CCC(CC1)Oc1cccc(C)c1,152951,152951
CCC1N(Cc2ccncc2)CCc2sccc12,152953,152953
Fc1ccccc1OC1CCN(Cc2ccncc2)CC1,152959,152959
Fc1ccc(OC2CCN(Cc3ccncc3)CC2)cc1,152961,152961
C(N1CCCN(CC1)c1ccccn1)c1ccncc1,152963,152963
C(N1CCC(CC1)Oc1cnccn1)c1ccncc1,152965,152965
Cc1ccccc1OC1CCN(Cc2cnn(C)c2)CC1,152969,152969
C(N1CCCN(CC1)c1ccccn1)c1ncc[nH]1,152977,152977
Cc1cccc(OC2CCN(Cc3ncc[nH]3)CC2)c1,152983,152983
Cc1cccc(OC2CCN(Cc3nccn3C)CC2)c1,152993,152993
CC(=O)N1CCC(CC1)Oc1cccc(F)c1,152995,152995
CC(=O)N1CCC(CC1)Oc1ccccc1F,152997,152997
CC(=O)N1CCC(CC1)Oc1ccccc1C,153001,153001
CC(=O)N1CCC(CC1)Oc1cnccn1,153005,153005
COCC(=O)N1CCC(CC1)Oc1cccc(C)c1,153009,153009
COCC(=O)N1CCC(CC1)n1nc(C)cc1C,153013,153013
Cc1ccc(cc1)C1(O)CCN(C1)C(=O)C1CCC1,153019,153019
Cc1ccccc1OC1CCN(CC1)C(=O)C1CCC1,153021,153021
Cc1cccc(OC2CCN(CC2)C(=O)C2CCC2)c1,153023,153023
CN1C(=O)NC2(CCN(CC2)C(=O)c2cccnc2)C1=O,153045,153045
Cc1cccc(OC2CCN(CC2)C(=O)c2cccnc2)c1,153047,153047
O=C(N1CCC(CC1)Oc1cnccn1)c1cccnc1,153049,153049
NC(=O)C1Cc2ccccc2CN1C(=O)c1ccncc1,153057,153057
Fc1ccc(OC2CCN(CC2)C(=O)c2ccncc2)cc1,153063,153063
O=C(N1CCc2onc(c2C1)-c1ccccc1)c1cnccn1,153077,153077
Fc1ccccc1OC1CCN(CC1)C(=O)c1cnccn1,153081,153081
Fc1ccc(OC2CCN(CC2)C(=O)c2cnccn2)cc1,153083,153083
O=C(N1CCCN(CC1)c1ccccn1)c1cnccn1,153085,153085
Cc1cccc(OC2CCN(CC2)C(=O)c2cnccn2)c1,153089,153089
Fc1cccc(OC2CCN(CC2)C(=O)c2cncnc2)c1,153097,153097
O=C(N1CCCN(CC1)c1ccccn1)c1cncs1,153105,153105
Cc1cc(C)n(n1)C1CCN(CC1)C(=O)c1cncs1,153115,153115
Cn1ccc(n1)C(=O)N1CCC(CC1)Oc1cccc(F)c1,153121,153121
CN1C(=O)NC2(CCN(CC2)C(=O)c2ccn(C)n2)C1=O,153123,153123
Cc1ccc(cc1)C1(O)CCN(C1)C(=O)c1ccn(C)n1,153127,153127
Cc1cccc(OC2CCN(CC2)C(=O)c2ccn(C)n2)c1,153129,153129
Cc1cc(C)n(n1)C1CCN(CC1)C(=O)c1ccn(C)n1,153131,153131
CNC(=O)c1cnn(c1)C1CCN(C1)C(=O)c1ccn(C)n1,153133,153133
Cn1cc(cn1)C(=O)N1CCC(CC1)Oc1ccc(F)cc1,153139,153139
CN1C(=O)NC2(CCN(CC2)C(=O)c2cnn(C)c2)C1=O,153143,153143
Cc1ccccc1OC1CCN(CC1)C(=O)c1cnn(C)c1,153147,153147
Cn1cc(cn1)C(=O)N1CCC(CC1)Oc1cnccn1,153151,153151
Cc1cc(C)n(n1)C1CCN(CC1)C(=O)c1cnn(C)c1,153153,153153
COc1ccc(cc1)C1CCCCCN1C(=O)c1cscn1,153163,153163
Cc1cccc(OC2CCN(CC2)C(=O)c2cscn2)c1,153165,153165
CC1N(CCc2sccc12)C(=O)Cc1ccccc1,153171,153171
Cc1ccc(cc1)C1(O)CCN(C1)C(=O)Cc1ccccc1,153173,153173
O=C(Cc1ccccc1)N1CCC(CC1)Oc1cnccn1,153175,153175
Cc1cc(C)n(n1)C1CCN(CC1)C(=O)Cc1ccccc1,153177,153177
CS(=O)(=O)N1CCC(CC1)Oc1cnccn1,153181,153181
Cc1cc(C)n(n1)C1CCN(CC1)S(C)(=O)=O,153183,153183
Fc1ccccc1OC1CCN(CC1)S(=O)(=O)c1cccnc1,153191,153191
CC1N(CCc2sccc12)S(=O)(=O)c1cn(C)cn1,153199,153199
CCC1N(CCc2sccc12)S(=O)(=O)c1cn(C)cn1,153201,153201
Cn1cnc(c1)S(=O)(=O)N1Cc2ccccc2CC1C(N)=O,153203,153203
Cn1cnc(c1)S(=O)(=O)N1CCC(CC1)Oc1ccccc1F,153205,153205
COc1ccc(cc1)C1CCCCCN1S(=O)(=O)c1cn(C)cn1,153209,153209
Cc1ccccc1OC1CCN(CC1)S(=O)(=O)c1cn(C)cn1,153211,153211
Cn1cnc(c1)S(=O)(=O)N1CCC(CC1)Oc1cnccn1,153213,153213
Cc1cc(C)n(n1)C1CCN(CC1)S(=O)(=O)c1cn(C)cn1,153215,153215
NC(=O)C1Cc2ccccc2CN1S(=O)(=O)N1CCOCC1,153219,153219
Cc1cccc(OC2CCN(CC2)S(=O)(=O)N2CCOCC2)c1,153221,153221
Cc1ccc(cc1)C1(O)CCN(CC1)c1ncccn1,153227,153227
OC1(CCN(CC1)c1ncccn1)c1ccccc1F,153229,153229
OC1(CCN(CC1)c1ncccn1)c1ccc(cc1)C(F)(F)F,153231,153231
CC(=O)NC1(CCN(CC1)c1ncccn1)c1ccccc1,153233,153233
C(OC1CCN(CC1)c1ncccn1)c1ccccc1,153235,153235
Cc1cccc(c1)C1(O)CCN(CC1)c1ncccn1,153237,153237
Fc1cccc(OC2CCN(CC2)c2ncccn2)c1,153239,153239
Fc1ccccc1OC1CCN(CC1)c1ncccn1,153241,153241
Fc1ccc(OC2CCN(CC2)c2ncccn2)cc1,153243,153243
C1CN(CCN(C1)c1ncccn1)c1ccccn1,153245,153245
Cc1cccc(CN2CCCN(CC2)c2ncccn2)n1,153247,153247
CN1C(=O)NC2(CCN(CC2)c2ncccn2)C1=O,153249,153249
Cc1ccc(cc1)C1(O)CCN(C1)c1ncccn1,153251,153251
C1CN(CCC1Oc1cnccn1)c1ncccn1,153253,153253
Cc1cc(C)n(n1)C1CCN(CC1)c1ncccn1,153255,153255
CN(C1CCCN(CC1)c1ncccn1)S(C)(=O)=O,153257,153257
COCC(=O)NC1CCCN(CC1)c1ncccn1,153259,153259
Cc1cc(C)nc(n1)N1CCC(O)(CC1)c1ccccc1F,153261,153261
Cc1cccc(CN2CCCN(CC2)c2nc(C)cc(C)n2)n1,153263,153263
Cc1cc(C)nc(n1)N1CCC(CC1)Oc1cnccn1,153265,153265
Cc1cc(C)n(n1)C1CCN(CC1)c1nc(C)cc(C)n1,153267,153267
CNC(=O)C1CCN(CC1)C(=O)Cc1ccccc1,153271,153271
O=C(NC1CCCCC1)C1CCN(CC1)c1ncccn1,153273,153273
Fc1ccc(NC(=O)C2CCN(CC2)c2ncccn2)cc1,153275,153275
CC(=O)N1CCC(CC1)c1nc2cc(C)ccc2[nH]1,153277,153277
Cc1ccc2[nH]c(nc2c1)C1CCN(CC(N)=O)CC1,153279,153279
CC(=O)N1CCC(O)(CC1)c1cccc(C)c1,153283,153283
CC(=O)NC1(CCN(CC1)C(C)=O)c1ccccc1,153287,153287
Cc1cccc(c1)C1(O)CCN(Cc2ccncc2)CC1,153293,153293
CC(=O)NC1(CCN(CC1)c1nc(C)cc(C)n1)c1ccccc1,153295,153295
Cc1ccc(cc1)C1(O)CCN(CC1)c1cc(C)ncn1,153297,153297
Cc1cc(nc(C)n1)N1CCN(CC1)C(=O)Cc1ccccc1,153299,153299
Cc1cc(nc(C)n1)N1CCN(CC1)C(=O)c1cccnc1,153301,153301
CCn1c(SC)nnc1C1CCN(C)CC1,153307,153307
C(N1CCC(CC1)c1ccn[nH]1)c1ccncc1,153321,153321
C(N1CCC(CC1)c1ccn[nH]1)c1cccnc1,153323,153323
CS(=O)(=O)N1CCCC(C1)c1ccn[nH]1,153331,153331
C(N1CCC(CC1)c1ccncc1)c1ccncc1,153335,153335
Cn1cc(CN2CCC(CC2)c2ccncc2)cn1,153339,153339
Cn1ccnc1CN1CCC(CC1)c1ccncc1,153341,153341
O=C(N1CCCC(C1)c1n[nH]c2nccnc12)c1cscn1,153353,153353
Cn1cc(cn1)C(=O)N1CCCC(C1)c1n[nH]c2nccnc12,153355,153355
O=C(N1CCCC(C1)c1cc2cccnc2[nH]1)c1cccnc1,153361,153361
O=C1NCCNC1Cc1ccccc1-c1ccccc1,153377,153377
O=C1NCCNC1Cc1cccc(c1)-c1ccccc1,153379,153379
CCCC1N(CCn2cccc12)S(=O)(=O)N1CCOCC1,153383,153383
Cc1cc(O)nc(n1)C1CCCN(Cc2nccn2C)C1,153447,153447
COc1ccc(CN2CCCC(C2)c2nc(C)c(C)c(O)n2)cc1OC,153451,153451
Cc1cc(O)nc(n1)C1CCCN(C1)C(=O)c1ccn(C)n1,153463,153463
Cc1cc(O)nc(n1)C1CCCN(C1)C(=O)c1cnn(C)c1,153465,153465
Cc1nc(C2CCN(Cc3ccncc3)CC2)c2sc(C)c(C)n12,153469,153469
CN(C)CC(=O)N1CCC(CC1)c1nc(C)n2c(C)c(C)sc12,153473,153473
Cc1nc(C2CCCN(Cc3ccncc3)C2)c2sc(C)c(C)n12,153475,153475
Cc1sc2c(nc(C)n2c1C)C1CCCN(Cc2cnn(C)c2)C1,153477,153477
CN(C)CC(=O)N1CCCC(C1)c1nc(C)n2c(C)c(C)sc12,153481,153481
Cc1sc2c(nc(C)n2c1C)C1CCCN(C1)S(C)(=O)=O,153483,153483
CC(C)NC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1CC1CCCCC1,153487,153487
CCCNC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1CC1CCCCC1,153489,153489
CC(C)NC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1ccc(F)cc1,153497,153497
CCCNC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1ccc(F)cc1,153499,153499
Cc1nc2cc(nn2c(C)c1CCC(=O)N1CCCC1)C1CCCN1Cc1ccc(F)cc1,153501,153501
CC(C)NC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1cccs1,153511,153511
CCCNC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1cccs1,153513,153513
CC(C)NC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1cccc(F)c1,153525,153525
CCCNC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1cccc(F)c1,153527,153527
COc1ccccc1CN1CCCC1c1cc2nc(C)c(CCC(=O)NC(C)C)c(C)n2n1,153531,153531
COc1cccc(CN2CCCC2c2cc3nc(C)c(CCC(=O)NC(C)C)c(C)n3n2)c1,153535,153535
COc1ccc(CN2CCCC2c2cc3nc(C)c(CCC(=O)NC(C)C)c(C)n3n2)cc1,153537,153537
CC(C)NC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1cccnc1,153541,153541
CCCNC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1cccnc1,153543,153543
CC(C)NC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1ccncc1,153557,153557
CCCNC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1ccncc1,153559,153559
CCCNC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1ncccc1C,153579,153579
Cc1nc2cc(nn2c(C)c1CCC(=O)NC1CCCC1)C1CCCN1Cc1ccccn1,153583,153583
CC(C)NC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1sccc1C,153587,153587
CCCNC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1sccc1C,153589,153589
CC(C)NC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1ccc(C)s1,153593,153593
CC(C)NC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1cccc(C)n1,153601,153601
CCCNC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1cccc(C)n1,153603,153603
Cc1nc2cc(nn2c(C)c1CCC(=O)NCC(F)F)C1CCCN1CC1CCC=CC1,153609,153609
CC(C)NC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1CC1CCC=CC1,153611,153611
Cc1nc2cc(nn2c(C)c1CCC(=O)NC1CCCC1)C1CCCN1CC1CCC=CC1,153613,153613
Cc1nc2cc(nn2c(C)c1CCC(=O)N1CCCC1)C1CCCN1CC1CCC=CC1,153615,153615
CC(C)NC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1csc(C)c1,153617,153617
CCCNC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1Cc1csc(C)c1,153619,153619
CC(C)NC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1CC1=CCCOC1,153625,153625
CCCC(=O)N1CCCC1c1cc2nc(C)c(CCC(=O)NC3CCCC3)c(C)n2n1,153631,153631
Cc1nc2cc(nn2c(C)c1CCC(=O)NC1CCCC1)C1CCCN1C(=O)C1CC1,153633,153633
CC1CC1C(=O)N1CCCC1c1cc2nc(C)c(CCC(=O)NC3CCCC3)c(C)n2n1,153641,153641
COCC(=O)N1CCCC1c1cc2nc(C)c(CCC(=O)N3CCCCC3)c(C)n2n1,153653,153653
CCCNC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1C(=O)C(C)(C)C,153661,153661
CCCNC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1C(=O)C1CCCC1,153667,153667
CCCNC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1C(=O)C1CCC=CC1,153669,153669
CCC(=O)N1CCCC1c1cc2nc(C)c(CCC(=O)NCC3CC3)c(C)n2n1,153671,153671
CC(=O)N1CCCC1c1cc2nc(C)c(CCC(=O)N3CCOCC3)c(C)n2n1,153673,153673
Cc1nc2cc(nn2c(O)c1CCC(=O)N1CCCCC1)C1CCCN1C1CCOCC1,153681,153681
CC1CC1C(=O)N1CCCC1c1cc2nc(C)c(CCC(=O)NC3CCCC3)c(O)n2n1,153687,153687
Cc1nc2cc(nn2c(O)c1CCC(=O)N1CCCC1)C1CCCN1C(=O)c1cccnc1,153689,153689
CCC(=O)N1CCCC1c1cc2nc(C)c(CCC(=O)N3CCCC3)c(O)n2n1,153691,153691
Cc1nc2cc(nn2c(O)c1CCC(=O)N1CCCC1)C1CCCN1C(=O)C1CCC1,153693,153693
Cc1nc2cc(nn2c(O)c1CCC(=O)N1CCCCC1)C1CCCN1C(=O)C1CCC1,153695,153695
Cc1nc2cc(nn2c(O)c1CCC(=O)N1CCOCC1)C1CCCN1C(=O)C1CC1,153697,153697
Cc1nc2cc(nn2c(O)c1CCC(=O)N1CCOCC1)C1CCCN1C(=O)C(C)(C)C,153699,153699
Cc1nc2cc(nn2c(O)c1CCC(=O)N1CCOCC1)C1CCCN1C(=O)C1CCC1,153701,153701
CCC(C)C(=O)N1CCCC1c1cc2nc(C)c(CCC(=O)N3CCOCC3)c(O)n2n1,153703,153703
CC(C)N1CCCC1c1cc2nc(C)c(CCC(=O)N3CCCC3)c(C)n2n1,153707,153707
Cc1nc2cc(nn2c(C)c1CCC(=O)NC1CCCC1)C1CCCN1C1CCCC1,153711,153711
Cc1nc2cc(nn2c(C)c1CCC(=O)NC1CCCC1)C1CCCN1C1CCCCC1,153717,153717
COc1cccc(CCN2CCCC(C2)c2cc(on2)C(=O)NC2CCCCC2)c1,153719,153719
O=C(NC1CCCCC1)c1cc(no1)C1CCCN(CCOc2ccccc2)C1,153721,153721
Fc1cccc(CN2CCCC(C2)c2cc(on2)C(=O)NC2CCCCC2)c1,153723,153723
COc1cccc(CN2CCCC(C2)c2cc(on2)C(=O)NC2CCCCC2)c1OC,153725,153725
COc1cccc(c1)C(=O)N1CCCC(C1)c1cc(on1)C(=O)NC1CCCCC1,153727,153727
Cn1cc(cn1)C(=O)N1CCCC(C1)c1cnccn1,153731,153731
Cc1nc2cc(nn2c(C)c1CCC(=O)NC1CCCCC1)C1CCCN1C(=O)C1CC1,153737,153737
CC1CCCCN1C(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1C(=O)C1CC1,153739,153739
CCC(C)NC(=O)CCc1c(C)nc2cc(nn2c1C)C1CCCN1C(=O)C1CC1,153741,153741
